protein1,protein2,combined_score
9606.ENSP00000256857,9606.ENSP00000332225,1
9606.ENSP00000493153,9606.ENSP00000356436,1
9606.ENSP00000354722,9606.ENSP00000296411,1
9606.ENSP00000363642,9606.ENSP00000284690,1
9606.ENSP00000222247,9606.ENSP00000351777,1
9606.ENSP00000303452,9606.ENSP00000256010,1
9606.ENSP00000417559,9606.ENSP00000297540,1
9606.ENSP00000180166,9606.ENSP00000290401,1
9606.ENSP00000495951,9606.ENSP00000493728,1
9606.ENSP00000306548,9606.ENSP00000414398,1
9606.ENSP00000231509,9606.ENSP00000361405,1
9606.ENSP00000367939,9606.ENSP00000497587,1
9606.ENSP00000473172,9606.ENSP00000219548,1
9606.ENSP00000484644,9606.ENSP00000300060,1
9606.ENSP00000346088,9606.ENSP00000464342,1
9606.ENSP00000287139,9606.ENSP00000365514,1
9606.ENSP00000261584,9606.ENSP00000228843,1
9606.ENSP00000223324,9606.ENSP00000496044,1
9606.ENSP00000300413,9606.ENSP00000401371,1
9606.ENSP00000377944,9606.ENSP00000483484,1
9606.ENSP00000493273,9606.ENSP00000370023,1
9606.ENSP00000360411,9606.ENSP00000298552,1
9606.ENSP00000337797,9606.ENSP00000432743,1
9606.ENSP00000296474,9606.ENSP00000367407,1
9606.ENSP00000247271,9606.ENSP00000313171,1
9606.ENSP00000370546,9606.ENSP00000358896,1
9606.ENSP00000456019,9606.ENSP00000433138,1
9606.ENSP00000383949,9606.ENSP00000269601,1
9606.ENSP00000223324,9606.ENSP00000322439,1
9606.ENSP00000199447,9606.ENSP00000298292,1
9606.ENSP00000264192,9606.ENSP00000411355,1
9606.ENSP00000263339,9606.ENSP00000327251,1
9606.ENSP00000263774,9606.ENSP00000420714,1
9606.ENSP00000262519,9606.ENSP00000366271,1
9606.ENSP00000313171,9606.ENSP00000489236,1
9606.ENSP00000380794,9606.ENSP00000343742,1
9606.ENSP00000466639,9606.ENSP00000270586,1
9606.ENSP00000476117,9606.ENSP00000497641,1
9606.ENSP00000351185,9606.ENSP00000264159,1
9606.ENSP00000322396,9606.ENSP00000478982,1
9606.ENSP00000369757,9606.ENSP00000306788,1
9606.ENSP00000348565,9606.ENSP00000358283,1
9606.ENSP00000366413,9606.ENSP00000302216,1
9606.ENSP00000421180,9606.ENSP00000355718,1
9606.ENSP00000306902,9606.ENSP00000287025,1
9606.ENSP00000346103,9606.ENSP00000434516,1
9606.ENSP00000389103,9606.ENSP00000383949,1
9606.ENSP00000229769,9606.ENSP00000377954,1
9606.ENSP00000361540,9606.ENSP00000396755,1
9606.ENSP00000497569,9606.ENSP00000390647,1
9606.ENSP00000264883,9606.ENSP00000241502,1
9606.ENSP00000392028,9606.ENSP00000296318,1
9606.ENSP00000453793,9606.ENSP00000301764,1
9606.ENSP00000274606,9606.ENSP00000373404,1
9606.ENSP00000264664,9606.ENSP00000249075,1
9606.ENSP00000433138,9606.ENSP00000259808,1
9606.ENSP00000356094,9606.ENSP00000338185,1
9606.ENSP00000365529,9606.ENSP00000259455,1
9606.ENSP00000411096,9606.ENSP00000349396,1
9606.ENSP00000347232,9606.ENSP00000348089,1
9606.ENSP00000284818,9606.ENSP00000496355,1
9606.ENSP00000342356,9606.ENSP00000365663,1
9606.ENSP00000361845,9606.ENSP00000349078,1
9606.ENSP00000261837,9606.ENSP00000331602,1
9606.ENSP00000369757,9606.ENSP00000291634,1
9606.ENSP00000331849,9606.ENSP00000362873,1
9606.ENSP00000314036,9606.ENSP00000295887,1
9606.ENSP00000269397,9606.ENSP00000369497,1
9606.ENSP00000430684,9606.ENSP00000379457,1
9606.ENSP00000303525,9606.ENSP00000265594,1
9606.ENSP00000320866,9606.ENSP00000351777,1
9606.ENSP00000263377,9606.ENSP00000351446,1
9606.ENSP00000482169,9606.ENSP00000322937,1
9606.ENSP00000315644,9606.ENSP00000220514,1
9606.ENSP00000342307,9606.ENSP00000328236,1
9606.ENSP00000295491,9606.ENSP00000290429,1
9606.ENSP00000357470,9606.ENSP00000384053,1
9606.ENSP00000485022,9606.ENSP00000340796,1
9606.ENSP00000260270,9606.ENSP00000458770,1
9606.ENSP00000295770,9606.ENSP00000494697,1
9606.ENSP00000437832,9606.ENSP00000253024,1
9606.ENSP00000245539,9606.ENSP00000155840,1
9606.ENSP00000432119,9606.ENSP00000365837,1
9606.ENSP00000285814,9606.ENSP00000346015,1
9606.ENSP00000254605,9606.ENSP00000322396,1
9606.ENSP00000361658,9606.ENSP00000311747,1
9606.ENSP00000393139,9606.ENSP00000227507,1
9606.ENSP00000386488,9606.ENSP00000374280,1
9606.ENSP00000362656,9606.ENSP00000249923,1
9606.ENSP00000300574,9606.ENSP00000264335,1
9606.ENSP00000355890,9606.ENSP00000431822,1
9606.ENSP00000446184,9606.ENSP00000362027,1
9606.ENSP00000400333,9606.ENSP00000333298,1
9606.ENSP00000156109,9606.ENSP00000356520,1
9606.ENSP00000262584,9606.ENSP00000470560,1
9606.ENSP00000296509,9606.ENSP00000301332,1
9606.ENSP00000359353,9606.ENSP00000351520,1
9606.ENSP00000493780,9606.ENSP00000361923,1
9606.ENSP00000364289,9606.ENSP00000326806,1
9606.ENSP00000357265,9606.ENSP00000428417,1
9606.ENSP00000447942,9606.ENSP00000230050,1
9606.ENSP00000262407,9606.ENSP00000216044,1
9606.ENSP00000266604,9606.ENSP00000417559,1
9606.ENSP00000465992,9606.ENSP00000376457,1
9606.ENSP00000449328,9606.ENSP00000431822,1
9606.ENSP00000255465,9606.ENSP00000160827,1
9606.ENSP00000366557,9606.ENSP00000415078,1
9606.ENSP00000367615,9606.ENSP00000346577,1
9606.ENSP00000265195,9606.ENSP00000217456,1
9606.ENSP00000217182,9606.ENSP00000473238,1
9606.ENSP00000358983,9606.ENSP00000412237,1
9606.ENSP00000368646,9606.ENSP00000482313,1
9606.ENSP00000313420,9606.ENSP00000364204,1
9606.ENSP00000249647,9606.ENSP00000479153,1
9606.ENSP00000299163,9606.ENSP00000312988,1
9606.ENSP00000221573,9606.ENSP00000381064,1
9606.ENSP00000275820,9606.ENSP00000396673,1
9606.ENSP00000217182,9606.ENSP00000322170,1
9606.ENSP00000470972,9606.ENSP00000300651,1
9606.ENSP00000216185,9606.ENSP00000313921,1
9606.ENSP00000472998,9606.ENSP00000460348,1
9606.ENSP00000254940,9606.ENSP00000308332,1
9606.ENSP00000206513,9606.ENSP00000427514,1
9606.ENSP00000349785,9606.ENSP00000282185,1
9606.ENSP00000311121,9606.ENSP00000366898,1
9606.ENSP00000364126,9606.ENSP00000260810,1
9606.ENSP00000229955,9606.ENSP00000432456,1
9606.ENSP00000261503,9606.ENSP00000430432,1
9606.ENSP00000355675,9606.ENSP00000310721,1
9606.ENSP00000313829,9606.ENSP00000237696,1
9606.ENSP00000421842,9606.ENSP00000269397,1
9606.ENSP00000469240,9606.ENSP00000320416,1
9606.ENSP00000319664,9606.ENSP00000361540,1
9606.ENSP00000344547,9606.ENSP00000289371,1
9606.ENSP00000261708,9606.ENSP00000483495,1
9606.ENSP00000212015,9606.ENSP00000307235,1
9606.ENSP00000406229,9606.ENSP00000352264,1
9606.ENSP00000267436,9606.ENSP00000315351,1
9606.ENSP00000431822,9606.ENSP00000375632,1
9606.ENSP00000199936,9606.ENSP00000320634,1
9606.ENSP00000374390,9606.ENSP00000260443,1
9606.ENSP00000349274,9606.ENSP00000415139,1
9606.ENSP00000386452,9606.ENSP00000358535,1
9606.ENSP00000289371,9606.ENSP00000368458,1
9606.ENSP00000248150,9606.ENSP00000360141,1
9606.ENSP00000497997,9606.ENSP00000011653,1
9606.ENSP00000254719,9606.ENSP00000352271,1
9606.ENSP00000366347,9606.ENSP00000379258,1
9606.ENSP00000264951,9606.ENSP00000311430,1
9606.ENSP00000385722,9606.ENSP00000397172,1
9606.ENSP00000366934,9606.ENSP00000363944,1
9606.ENSP00000297185,9606.ENSP00000360782,1
9606.ENSP00000296333,9606.ENSP00000362576,1
9606.ENSP00000471239,9606.ENSP00000420612,1
9606.ENSP00000313350,9606.ENSP00000306080,1
9606.ENSP00000354204,9606.ENSP00000290541,1
9606.ENSP00000261601,9606.ENSP00000364261,1
9606.ENSP00000265986,9606.ENSP00000405453,1
9606.ENSP00000440915,9606.ENSP00000251607,1
9606.ENSP00000278833,9606.ENSP00000230381,1
9606.ENSP00000274606,9606.ENSP00000438349,1
9606.ENSP00000361405,9606.ENSP00000271651,1
9606.ENSP00000497351,9606.ENSP00000385096,1
9606.ENSP00000226193,9606.ENSP00000312262,1
9606.ENSP00000259008,9606.ENSP00000267430,1
9606.ENSP00000260270,9606.ENSP00000355517,1
9606.ENSP00000313350,9606.ENSP00000366396,1
9606.ENSP00000308546,9606.ENSP00000323687,1
9606.ENSP00000225298,9606.ENSP00000356520,1
9606.ENSP00000206542,9606.ENSP00000072644,1
9606.ENSP00000373657,9606.ENSP00000301785,1
9606.ENSP00000261303,9606.ENSP00000261819,1
9606.ENSP00000259400,9606.ENSP00000265062,1
9606.ENSP00000318351,9606.ENSP00000267814,1
9606.ENSP00000499067,9606.ENSP00000481697,1
9606.ENSP00000395704,9606.ENSP00000470788,1
9606.ENSP00000312652,9606.ENSP00000361359,1
9606.ENSP00000481126,9606.ENSP00000262039,1
9606.ENSP00000314157,9606.ENSP00000312326,1
9606.ENSP00000352565,9606.ENSP00000372170,1
9606.ENSP00000315988,9606.ENSP00000377428,1
9606.ENSP00000218388,9606.ENSP00000371420,1
9606.ENSP00000262965,9606.ENSP00000487174,1
9606.ENSP00000342434,9606.ENSP00000376534,1
9606.ENSP00000347184,9606.ENSP00000262177,1
9606.ENSP00000359215,9606.ENSP00000262965,1
9606.ENSP00000343535,9606.ENSP00000254181,1
9606.ENSP00000358616,9606.ENSP00000356541,1
9606.ENSP00000355958,9606.ENSP00000260363,1
9606.ENSP00000448182,9606.ENSP00000383911,1
9606.ENSP00000303058,9606.ENSP00000410216,1
9606.ENSP00000276571,9606.ENSP00000356795,1
9606.ENSP00000368017,9606.ENSP00000230640,1
9606.ENSP00000327513,9606.ENSP00000380432,1
9606.ENSP00000351407,9606.ENSP00000274289,1
9606.ENSP00000316845,9606.ENSP00000175756,1
9606.ENSP00000446880,9606.ENSP00000319104,1
9606.ENSP00000380514,9606.ENSP00000284981,1
9606.ENSP00000312286,9606.ENSP00000265171,1
9606.ENSP00000432119,9606.ENSP00000413572,1
9606.ENSP00000338185,9606.ENSP00000417161,1
9606.ENSP00000247986,9606.ENSP00000378356,1
9606.ENSP00000342156,9606.ENSP00000358490,1
9606.ENSP00000216968,9606.ENSP00000262407,1
9606.ENSP00000268129,9606.ENSP00000379282,1
9606.ENSP00000385741,9606.ENSP00000229304,1
9606.ENSP00000291576,9606.ENSP00000395772,1
9606.ENSP00000381231,9606.ENSP00000313490,1
9606.ENSP00000418268,9606.ENSP00000361540,1
9606.ENSP00000329219,9606.ENSP00000355785,1
9606.ENSP00000265872,9606.ENSP00000307863,1
9606.ENSP00000497948,9606.ENSP00000361076,1
9606.ENSP00000230640,9606.ENSP00000387006,1
9606.ENSP00000483236,9606.ENSP00000256996,1
9606.ENSP00000330959,9606.ENSP00000227752,1
9606.ENSP00000354091,9606.ENSP00000310042,1
9606.ENSP00000481893,9606.ENSP00000245479,1
9606.ENSP00000308275,9606.ENSP00000307889,1
9606.ENSP00000368265,9606.ENSP00000418018,1
9606.ENSP00000246672,9606.ENSP00000380432,1
9606.ENSP00000355799,9606.ENSP00000341551,1
9606.ENSP00000444357,9606.ENSP00000267750,1
9606.ENSP00000340796,9606.ENSP00000400591,1
9606.ENSP00000370571,9606.ENSP00000317333,1
9606.ENSP00000341208,9606.ENSP00000361021,1
9606.ENSP00000386186,9606.ENSP00000380071,1
9606.ENSP00000241453,9606.ENSP00000338157,1
9606.ENSP00000361540,9606.ENSP00000348965,1
9606.ENSP00000361021,9606.ENSP00000326119,1
9606.ENSP00000387462,9606.ENSP00000411268,1
9606.ENSP00000377197,9606.ENSP00000332592,1
9606.ENSP00000296051,9606.ENSP00000447730,1
9606.ENSP00000346986,9606.ENSP00000356426,1
9606.ENSP00000499058,9606.ENSP00000404503,1
9606.ENSP00000332049,9606.ENSP00000263686,1
9606.ENSP00000423917,9606.ENSP00000489776,1
9606.ENSP00000360973,9606.ENSP00000340526,1
9606.ENSP00000417132,9606.ENSP00000320147,1
9606.ENSP00000495631,9606.ENSP00000336740,1
9606.ENSP00000366934,9606.ENSP00000366902,1
9606.ENSP00000332371,9606.ENSP00000359295,1
9606.ENSP00000218758,9606.ENSP00000327557,1
9606.ENSP00000331897,9606.ENSP00000245206,1
9606.ENSP00000326563,9606.ENSP00000398837,1
9606.ENSP00000497948,9606.ENSP00000230640,1
9606.ENSP00000355231,9606.ENSP00000327994,1
9606.ENSP00000261842,9606.ENSP00000358582,1
9606.ENSP00000404503,9606.ENSP00000307786,1
9606.ENSP00000376553,9606.ENSP00000284240,1
9606.ENSP00000294179,9606.ENSP00000380911,1
9606.ENSP00000369071,9606.ENSP00000239461,1
9606.ENSP00000476815,9606.ENSP00000420311,1
9606.ENSP00000418082,9606.ENSP00000346015,1
9606.ENSP00000216797,9606.ENSP00000362179,1
9606.ENSP00000256707,9606.ENSP00000354775,1
9606.ENSP00000420714,9606.ENSP00000355471,1
9606.ENSP00000351185,9606.ENSP00000350708,1
9606.ENSP00000307850,9606.ENSP00000359295,1
9606.ENSP00000264638,9606.ENSP00000481006,1
9606.ENSP00000406885,9606.ENSP00000227525,1
9606.ENSP00000350036,9606.ENSP00000343741,1
9606.ENSP00000304643,9606.ENSP00000352358,1
9606.ENSP00000482438,9606.ENSP00000489236,1
9606.ENSP00000417190,9606.ENSP00000357535,1
9606.ENSP00000254301,9606.ENSP00000367202,1
9606.ENSP00000302886,9606.ENSP00000343867,1
9606.ENSP00000226382,9606.ENSP00000377265,1
9606.ENSP00000370653,9606.ENSP00000260947,1
9606.ENSP00000369666,9606.ENSP00000255764,1
9606.ENSP00000294258,9606.ENSP00000309606,1
9606.ENSP00000331879,9606.ENSP00000364320,1
9606.ENSP00000246891,9606.ENSP00000341030,1
9606.ENSP00000265594,9606.ENSP00000360268,1
9606.ENSP00000460070,9606.ENSP00000306129,1
9606.ENSP00000333946,9606.ENSP00000264027,1
9606.ENSP00000327513,9606.ENSP00000292301,1
9606.ENSP00000352904,9606.ENSP00000410186,1
9606.ENSP00000426909,9606.ENSP00000353741,1
9606.ENSP00000295025,9606.ENSP00000216455,1
9606.ENSP00000429931,9606.ENSP00000161863,1
9606.ENSP00000313921,9606.ENSP00000355499,1
9606.ENSP00000306245,9606.ENSP00000335074,1
9606.ENSP00000228318,9606.ENSP00000225665,1
9606.ENSP00000346151,9606.ENSP00000290310,1
9606.ENSP00000292586,9606.ENSP00000476815,1
9606.ENSP00000323099,9606.ENSP00000305480,1
9606.ENSP00000489236,9606.ENSP00000297347,1
9606.ENSP00000361524,9606.ENSP00000498362,1
9606.ENSP00000245206,9606.ENSP00000361595,1
9606.ENSP00000419851,9606.ENSP00000324343,1
9606.ENSP00000344866,9606.ENSP00000380256,1
9606.ENSP00000497102,9606.ENSP00000375622,1
9606.ENSP00000339030,9606.ENSP00000368887,1
9606.ENSP00000359664,9606.ENSP00000425759,1
9606.ENSP00000262384,9606.ENSP00000480798,1
9606.ENSP00000387211,9606.ENSP00000369293,1
9606.ENSP00000341885,9606.ENSP00000385958,1
9606.ENSP00000305702,9606.ENSP00000367029,1
9606.ENSP00000498019,9606.ENSP00000291576,1
9606.ENSP00000311747,9606.ENSP00000463058,1
9606.ENSP00000275230,9606.ENSP00000357389,1
9606.ENSP00000221566,9606.ENSP00000254322,1
9606.ENSP00000259239,9606.ENSP00000270625,1
9606.ENSP00000306099,9606.ENSP00000356969,1
9606.ENSP00000393241,9606.ENSP00000256442,1
9606.ENSP00000311360,9606.ENSP00000483397,1
9606.ENSP00000356448,9606.ENSP00000324323,1
9606.ENSP00000359939,9606.ENSP00000435777,1
9606.ENSP00000363944,9606.ENSP00000346001,1
9606.ENSP00000420588,9606.ENSP00000340883,1
9606.ENSP00000472985,9606.ENSP00000219479,1
9606.ENSP00000443631,9606.ENSP00000445772,1
9606.ENSP00000400894,9606.ENSP00000216492,1
9606.ENSP00000268668,9606.ENSP00000221859,1
9606.ENSP00000361446,9606.ENSP00000448387,1
9606.ENSP00000326737,9606.ENSP00000216455,1
9606.ENSP00000489236,9606.ENSP00000265350,1
9606.ENSP00000281141,9606.ENSP00000357829,1
9606.ENSP00000268138,9606.ENSP00000314193,1
9606.ENSP00000342023,9606.ENSP00000434466,1
9606.ENSP00000373952,9606.ENSP00000333283,1
9606.ENSP00000356591,9606.ENSP00000304592,1
9606.ENSP00000263694,9606.ENSP00000310448,1
9606.ENSP00000296411,9606.ENSP00000258955,1
9606.ENSP00000349929,9606.ENSP00000334767,1
9606.ENSP00000156471,9606.ENSP00000216252,1
9606.ENSP00000423399,9606.ENSP00000215375,1
9606.ENSP00000498587,9606.ENSP00000367972,1
9606.ENSP00000369581,9606.ENSP00000356426,1
9606.ENSP00000291582,9606.ENSP00000369578,1
9606.ENSP00000261381,9606.ENSP00000333947,1
9606.ENSP00000390647,9606.ENSP00000364261,1
9606.ENSP00000330074,9606.ENSP00000255465,1
9606.ENSP00000325376,9606.ENSP00000483688,1
9606.ENSP00000470142,9606.ENSP00000216727,1
9606.ENSP00000356771,9606.ENSP00000303366,1
9606.ENSP00000354982,9606.ENSP00000385990,1
9606.ENSP00000379911,9606.ENSP00000369075,1
9606.ENSP00000319341,9606.ENSP00000286307,1
9606.ENSP00000251607,9606.ENSP00000263063,1
9606.ENSP00000313603,9606.ENSP00000263377,1
9606.ENSP00000299166,9606.ENSP00000362058,1
9606.ENSP00000261708,9606.ENSP00000322396,1
9606.ENSP00000363985,9606.ENSP00000221086,1
9606.ENSP00000223073,9606.ENSP00000302886,1
9606.ENSP00000355206,9606.ENSP00000356530,1
9606.ENSP00000296930,9606.ENSP00000375978,1
9606.ENSP00000299300,9606.ENSP00000222005,1
9606.ENSP00000430025,9606.ENSP00000351100,1
9606.ENSP00000265748,9606.ENSP00000298048,1
9606.ENSP00000354580,9606.ENSP00000300651,1
9606.ENSP00000246112,9606.ENSP00000337510,1
9606.ENSP00000348056,9606.ENSP00000430432,1
9606.ENSP00000480291,9606.ENSP00000410242,1
9606.ENSP00000393139,9606.ENSP00000314505,1
9606.ENSP00000489630,9606.ENSP00000484135,1
9606.ENSP00000377385,9606.ENSP00000478212,1
9606.ENSP00000298545,9606.ENSP00000355518,1
9606.ENSP00000477648,9606.ENSP00000359285,1
9606.ENSP00000450607,9606.ENSP00000426983,1
9606.ENSP00000298139,9606.ENSP00000328940,1
9606.ENSP00000216367,9606.ENSP00000385205,1
9606.ENSP00000418767,9606.ENSP00000481054,1
9606.ENSP00000263694,9606.ENSP00000351492,1
9606.ENSP00000329715,9606.ENSP00000053468,1
9606.ENSP00000357012,9606.ENSP00000338130,1
9606.ENSP00000378118,9606.ENSP00000360876,1
9606.ENSP00000263174,9606.ENSP00000498083,1
9606.ENSP00000294785,9606.ENSP00000477502,1
9606.ENSP00000335382,9606.ENSP00000335307,1
9606.ENSP00000374529,9606.ENSP00000476100,1
9606.ENSP00000367029,9606.ENSP00000221859,1
9606.ENSP00000490913,9606.ENSP00000341539,1
9606.ENSP00000377245,9606.ENSP00000219476,1
9606.ENSP00000222286,9606.ENSP00000378854,1
9606.ENSP00000234198,9606.ENSP00000254079,1
9606.ENSP00000377640,9606.ENSP00000478982,1
9606.ENSP00000423822,9606.ENSP00000222286,1
9606.ENSP00000385019,9606.ENSP00000376523,1
9606.ENSP00000296161,9606.ENSP00000353512,1
9606.ENSP00000252593,9606.ENSP00000496832,1
9606.ENSP00000279281,9606.ENSP00000305810,1
9606.ENSP00000293860,9606.ENSP00000221573,1
9606.ENSP00000351380,9606.ENSP00000266604,1
9606.ENSP00000346120,9606.ENSP00000363559,1
9606.ENSP00000394331,9606.ENSP00000368797,1
9606.ENSP00000263341,9606.ENSP00000418009,1
9606.ENSP00000457421,9606.ENSP00000341208,1
9606.ENSP00000249269,9606.ENSP00000215565,1
9606.ENSP00000427900,9606.ENSP00000333982,1
9606.ENSP00000216554,9606.ENSP00000311430,1
9606.ENSP00000358310,9606.ENSP00000343619,1
9606.ENSP00000261601,9606.ENSP00000496832,1
9606.ENSP00000257290,9606.ENSP00000370698,1
9606.ENSP00000285667,9606.ENSP00000262177,1
9606.ENSP00000264605,9606.ENSP00000263116,1
9606.ENSP00000371472,9606.ENSP00000385215,1
9606.ENSP00000342681,9606.ENSP00000431445,1
9606.ENSP00000447149,9606.ENSP00000323568,1
9606.ENSP00000296102,9606.ENSP00000222511,1
9606.ENSP00000346725,9606.ENSP00000296411,1
9606.ENSP00000355759,9606.ENSP00000361725,1
9606.ENSP00000301765,9606.ENSP00000377769,1
9606.ENSP00000370588,9606.ENSP00000221992,1
9606.ENSP00000357998,9606.ENSP00000265195,1
9606.ENSP00000225298,9606.ENSP00000263239,1
9606.ENSP00000419475,9606.ENSP00000268717,1
9606.ENSP00000383949,9606.ENSP00000346725,1
9606.ENSP00000297185,9606.ENSP00000302476,1
9606.ENSP00000450909,9606.ENSP00000470539,1
9606.ENSP00000292779,9606.ENSP00000345470,1
9606.ENSP00000399805,9606.ENSP00000416606,1
9606.ENSP00000296870,9606.ENSP00000250340,1
9606.ENSP00000256443,9606.ENSP00000245479,1
9606.ENSP00000263377,9606.ENSP00000354040,1
9606.ENSP00000331897,9606.ENSP00000318351,1
9606.ENSP00000362870,9606.ENSP00000287598,1
9606.ENSP00000410339,9606.ENSP00000443795,1
9606.ENSP00000346120,9606.ENSP00000354522,1
9606.ENSP00000237654,9606.ENSP00000357858,1
9606.ENSP00000363018,9606.ENSP00000296674,1
9606.ENSP00000358072,9606.ENSP00000304376,1
9606.ENSP00000252593,9606.ENSP00000229135,1
9606.ENSP00000263187,9606.ENSP00000410811,1
9606.ENSP00000298556,9606.ENSP00000252804,1
9606.ENSP00000327179,9606.ENSP00000358400,1
9606.ENSP00000358474,9606.ENSP00000377298,1
9606.ENSP00000362153,9606.ENSP00000363559,1
9606.ENSP00000285116,9606.ENSP00000220514,1
9606.ENSP00000319482,9606.ENSP00000358247,1
9606.ENSP00000354040,9606.ENSP00000341874,1
9606.ENSP00000471894,9606.ENSP00000229135,1
9606.ENSP00000376708,9606.ENSP00000280481,1
9606.ENSP00000265986,9606.ENSP00000298352,1
9606.ENSP00000264995,9606.ENSP00000288022,1
9606.ENSP00000483228,9606.ENSP00000399970,1
9606.ENSP00000264260,9606.ENSP00000262345,1
9606.ENSP00000242728,9606.ENSP00000384849,1
9606.ENSP00000419087,9606.ENSP00000266544,1
9606.ENSP00000301744,9606.ENSP00000354957,1
9606.ENSP00000296585,9606.ENSP00000321326,1
9606.ENSP00000297591,9606.ENSP00000354920,1
9606.ENSP00000264664,9606.ENSP00000242261,1
9606.ENSP00000310356,9606.ENSP00000267430,1
9606.ENSP00000475344,9606.ENSP00000334448,1
9606.ENSP00000284885,9606.ENSP00000287380,1
9606.ENSP00000264157,9606.ENSP00000256443,1
9606.ENSP00000356920,9606.ENSP00000251020,1
9606.ENSP00000410992,9606.ENSP00000473631,1
9606.ENSP00000252593,9606.ENSP00000251642,1
9606.ENSP00000255120,9606.ENSP00000216297,1
9606.ENSP00000262948,9606.ENSP00000222005,1
9606.ENSP00000255030,9606.ENSP00000223095,1
9606.ENSP00000261037,9606.ENSP00000369071,1
9606.ENSP00000389399,9606.ENSP00000287078,1
9606.ENSP00000258424,9606.ENSP00000358072,1
9606.ENSP00000330382,9606.ENSP00000327890,1
9606.ENSP00000393241,9606.ENSP00000483484,1
9606.ENSP00000326261,9606.ENSP00000263697,1
9606.ENSP00000483254,9606.ENSP00000250113,1
9606.ENSP00000400591,9606.ENSP00000348010,1
9606.ENSP00000274606,9606.ENSP00000318966,1
9606.ENSP00000242576,9606.ENSP00000300291,1
9606.ENSP00000325954,9606.ENSP00000264012,1
9606.ENSP00000247843,9606.ENSP00000361363,1
9606.ENSP00000324890,9606.ENSP00000226279,1
9606.ENSP00000325326,9606.ENSP00000377298,1
9606.ENSP00000011653,9606.ENSP00000357022,1
9606.ENSP00000485129,9606.ENSP00000347948,1
9606.ENSP00000310596,9606.ENSP00000315569,1
9606.ENSP00000373594,9606.ENSP00000369853,1
9606.ENSP00000354091,9606.ENSP00000418082,1
9606.ENSP00000325863,9606.ENSP00000254719,1
9606.ENSP00000411253,9606.ENSP00000318351,1
9606.ENSP00000274353,9606.ENSP00000255189,1
9606.ENSP00000352358,9606.ENSP00000216862,1
9606.ENSP00000348089,9606.ENSP00000347170,1
9606.ENSP00000310551,9606.ENSP00000368305,1
9606.ENSP00000362639,9606.ENSP00000469240,1
9606.ENSP00000350199,9606.ENSP00000258145,1
9606.ENSP00000318966,9606.ENSP00000377944,1
9606.ENSP00000362049,9606.ENSP00000261892,1
9606.ENSP00000327513,9606.ENSP00000312002,1
9606.ENSP00000421491,9606.ENSP00000261584,1
9606.ENSP00000309830,9606.ENSP00000495273,1
9606.ENSP00000489236,9606.ENSP00000334805,1
9606.ENSP00000448165,9606.ENSP00000497948,1
9606.ENSP00000430684,9606.ENSP00000242719,1
9606.ENSP00000343867,9606.ENSP00000264995,1
9606.ENSP00000233893,9606.ENSP00000378588,1
9606.ENSP00000418008,9606.ENSP00000354525,1
9606.ENSP00000366396,9606.ENSP00000366997,1
9606.ENSP00000317027,9606.ENSP00000302716,1
9606.ENSP00000360645,9606.ENSP00000259512,1
9606.ENSP00000262715,9606.ENSP00000314441,1
9606.ENSP00000306902,9606.ENSP00000331849,1
9606.ENSP00000341382,9606.ENSP00000263274,1
9606.ENSP00000263864,9606.ENSP00000350199,1
9606.ENSP00000250448,9606.ENSP00000345681,1
9606.ENSP00000370078,9606.ENSP00000269701,1
9606.ENSP00000395772,9606.ENSP00000389103,1
9606.ENSP00000296930,9606.ENSP00000363642,1
9606.ENSP00000155840,9606.ENSP00000470972,1
9606.ENSP00000365048,9606.ENSP00000469049,1
9606.ENSP00000231454,9606.ENSP00000320936,1
9606.ENSP00000429931,9606.ENSP00000326128,1
9606.ENSP00000472445,9606.ENSP00000384109,1
9606.ENSP00000348170,9606.ENSP00000395473,1
9606.ENSP00000393139,9606.ENSP00000269214,1
9606.ENSP00000369786,9606.ENSP00000299001,1
9606.ENSP00000348849,9606.ENSP00000318646,1
9606.ENSP00000245451,9606.ENSP00000311697,1
9606.ENSP00000359988,9606.ENSP00000466259,1
9606.ENSP00000425261,9606.ENSP00000258975,1
9606.ENSP00000340796,9606.ENSP00000310670,1
9606.ENSP00000354553,9606.ENSP00000262764,1
9606.ENSP00000266069,9606.ENSP00000274507,1
9606.ENSP00000379111,9606.ENSP00000361359,1
9606.ENSP00000485586,9606.ENSP00000251038,1
9606.ENSP00000314505,9606.ENSP00000298139,1
9606.ENSP00000334128,9606.ENSP00000498711,1
9606.ENSP00000489236,9606.ENSP00000370114,1
9606.ENSP00000319851,9606.ENSP00000312286,1
9606.ENSP00000262030,9606.ENSP00000370808,1
9606.ENSP00000401878,9606.ENSP00000492240,1
9606.ENSP00000363463,9606.ENSP00000294179,1
9606.ENSP00000264279,9606.ENSP00000225298,1
9606.ENSP00000246551,9606.ENSP00000264972,1
9606.ENSP00000346964,9606.ENSP00000354623,1
9606.ENSP00000257181,9606.ENSP00000439856,1
9606.ENSP00000370984,9606.ENSP00000350512,1
9606.ENSP00000400646,9606.ENSP00000345445,1
9606.ENSP00000364839,9606.ENSP00000357565,1
9606.ENSP00000440850,9606.ENSP00000261597,1
9606.ENSP00000393840,9606.ENSP00000301917,1
9606.ENSP00000263377,9606.ENSP00000343619,1
9606.ENSP00000294728,9606.ENSP00000381775,1
